text,text_raw,label
"ftp proxy in squid before 2.4.stable6 does not compare the ip addresses of control and data connections with the ftp server, which allows remote attackers to bypass firewall rules or spoof ftp server responses.","FTP proxy in Squid before 2.4.STABLE6 does not compare the IP addresses of control and data connections with the FTP server, which allows remote attackers to bypass firewall rules or spoof FTP server responses.",Alta
vulnerability in squid before 2.4.stable6 related to proxy authentication credentials may allow remote web sites to obtain the user's proxy login and password.,Vulnerability in Squid before 2.4.STABLE6 related to proxy authentication credentials may allow remote web sites to obtain the user's proxy login and password.,Média
format string vulnerability in crontab for sco openserver 5.0.5 and 5.0.6 allows local users to gain privileges via format string specifiers in the file name argument.,Format string vulnerability in crontab for SCO OpenServer 5.0.5 and 5.0.6 allows local users to gain privileges via format string specifiers in the file name argument.,Alta
"php 4.2.0 and 4.2.1 allows remote attackers to cause a denial of service and possibly execute arbitrary code via an http post request with certain arguments in a multipart/form-data form, which generates an error condition that is not properly handled and causes improper memory to be freed.","PHP 4.2.0 and 4.2.1 allows remote attackers to cause a denial of service and possibly execute arbitrary code via an HTTP POST request with certain arguments in a multipart/form-data form, which generates an error condition that is not properly handled and causes improper memory to be freed.",Alta
"eupload 1.0 stores the password.txt password file in plaintext under the web document root, which allows remote attackers to overwrite arbitrary files by reading password.txt.","eUpload 1.0 stores the password.txt password file in plaintext under the web document root, which allows remote attackers to overwrite arbitrary files by reading password.txt.",Alta
"ibm universe with uv/odbc allows attackers to cause a denial of service (client crash or server cpu consumption) via a query with an invalid link between tables, possibly via a buffer overflow.","IBM UniVerse with UV/ODBC allows attackers to cause a denial of service (client crash or server CPU consumption) via a query with an invalid link between tables, possibly via a buffer overflow.",Média
"the error checking routine used for the c_verify call on a symmetric verification key in the ncipher pkcs#11 library 1.2.0 and later returns the ckr_ok status even when it detects an invalid signature, which could allow remote attackers to modify or forge messages.","The error checking routine used for the C_Verify call on a symmetric verification key in the nCipher PKCS#11 library 1.2.0 and later returns the CKR_OK status even when it detects an invalid signature, which could allow remote attackers to modify or forge messages.",Média
"multiple buffer overflows in hp tru64 unix 5.1a, 5.1, 5.0a, 4.0g, and 4.0f allow local users to gain root privileges via (1) su, (2) chsh, (3) passwd, (4) chfn, (5) dxchpwd, and (6) libc.","Multiple buffer overflows in HP Tru64 UNIX 5.1a, 5.1, 5.0a, 4.0g, and 4.0f allow local users to gain root privileges via (1) su, (2) chsh, (3) passwd, (4) chfn, (5) dxchpwd, and (6) libc.",Alta
format string vulnerability in startprinting() function of printjob.c in bsd-based lpr lpd package may allow local users to gain privileges via an improper syslog call that uses format strings from the checkremote() call.,Format string vulnerability in startprinting() function of printjob.c in BSD-based lpr lpd package may allow local users to gain privileges via an improper syslog call that uses format strings from the checkremote() call.,Alta
"the ""sa"" account is installed with a default null password on (1) microsoft sql server 2000, (2) sql server 7.0, and (3) data engine (msde) 1.0, including third party packages that use these products such as (4) tumbleweed secure mail (mms) (5) compaq insight manager, and (6) visio 2000, which allows remote attackers to gain privileges, as exploited by worms such as voyager alpha force and spida.","The ""sa"" account is installed with a default null password on (1) Microsoft SQL Server 2000, (2) SQL Server 7.0, and (3) Data Engine (MSDE) 1.0, including third party packages that use these products such as (4) Tumbleweed Secure Mail (MMS) (5) Compaq Insight Manager, and (6) Visio 2000, which allows remote attackers to gain privileges, as exploited by worms such as Voyager Alpha Force and Spida.",Alta
"cwe: cwe-190 cwe-190 | integer overflow in xdr_array function in rpc servers for operating systems that use libc, glibc, or other code based on sunrpc including dietlibc, allows remote attackers to execute arbitrary code by passing a large number of arguments to xdr_array through rpc services such as rpc.cmsd and dmispd.","cwe: cwe-190 cwe-190 | Integer overflow in xdr_array function in RPC servers for operating systems that use libc, glibc, or other code based on SunRPC including dietlibc, allows remote attackers to execute arbitrary code by passing a large number of arguments to xdr_array through RPC services such as rpc.cmsd and dmispd.",Alta
cross-site scripting vulnerability in message.php for aeromail before 1.45 allows remote attackers to execute javascript as an aeromail user via an email message with the script in the subject line.,Cross-site scripting vulnerability in message.php for AeroMail before 1.45 allows remote attackers to execute Javascript as an AeroMail user via an email message with the script in the Subject line.,Alta
"format string vulnerability in traceevent function for ntop before 2.1 allows remote attackers to execute arbitrary code by causing format strings to be injected into calls to the syslog function, via (1) an http get request, (2) a user name in http authentication, or (3) a password in http authentication.","Format string vulnerability in TraceEvent function for ntop before 2.1 allows remote attackers to execute arbitrary code by causing format strings to be injected into calls to the syslog function, via (1) an HTTP GET request, (2) a user name in HTTP authentication, or (3) a password in HTTP authentication.",Alta
cross-site scripting vulnerability in rebb allows remote attackers to execute arbitrary javascript and steal cookies via an img tag whose url includes the malicious script.,Cross-site scripting vulnerability in ReBB allows remote attackers to execute arbitrary Javascript and steal cookies via an IMG tag whose URL includes the malicious script.,Alta
"kame-derived implementations of ipsec on netbsd 1.5.2, freebsd 4.5, and other operating systems, does not properly consult the security policy database (spd), which could cause a security gateway (sg) that does not use encapsulating security payload (esp) to forward forged ipv4 packets.","KAME-derived implementations of IPsec on NetBSD 1.5.2, FreeBSD 4.5, and other operating systems, does not properly consult the Security Policy Database (SPD), which could cause a Security Gateway (SG) that does not use Encapsulating Security Payload (ESP) to forward forged IPv4 packets.",Alta
"directory traversal vulnerability in the web server used in realplayer 6.0.7, and possibly other versions, may allow local users to read files that are accessible to realplayer via a .. (dot dot) in an http get request to port 1275.","Directory traversal vulnerability in the web server used in RealPlayer 6.0.7, and possibly other versions, may allow local users to read files that are accessible to RealPlayer via a .. (dot dot) in an HTTP GET request to port 1275.",Baixa
"buffer overflow in sh39 mailserver 1.21 and earlier allows remote attackers to cause a denial of service, and possibly execute arbitrary code, via a long command to the smtp port.","Buffer overflow in SH39 MailServer 1.21 and earlier allows remote attackers to cause a denial of service, and possibly execute arbitrary code, via a long command to the SMTP port.",Alta
directory traversal vulnerability in endymion mailman before 3.1 allows remote attackers to read arbitrary files via a .. (dot dot) and a null character in the alternate_templates parameter for various mmstdo*.cgi programs.,Directory traversal vulnerability in Endymion MailMan before 3.1 allows remote attackers to read arbitrary files via a .. (dot dot) and a null character in the ALTERNATE_TEMPLATES parameter for various mmstdo*.cgi programs.,Média
directory traversal vulnerability in the com.endymion.sake.servlet.mail.mailservlet servlet for endymion sakemail 1.0.36 and earlier allows remote attackers to read arbitrary files via a .. (dot dot) and a null character in the param_name parameter.,Directory traversal vulnerability in the com.endymion.sake.servlet.mail.MailServlet servlet for Endymion SakeMail 1.0.36 and earlier allows remote attackers to read arbitrary files via a .. (dot dot) and a null character in the param_name parameter.,Média
"cwe: cwe-200 | information leaks in iis 4 through 5.1 allow remote attackers to obtain potentially sensitive information or more easily conduct brute force attacks via responses from the server in which (2) in certain configurations, the server ip address is provided as the realm for basic authentication, which could reveal real ip addresses that were obscured by nat, or (3) when ntlm authentication is used, the netbios name of the server and its windows nt domain are revealed in response to an authorization request. note: this entry originally contained a vector (1) in which the server reveals whether it supports basic or ntlm authentication through 401 access denied error messages. cve has rejected this vector; it is not a vulnerability because the information is already available through legitimate use, since authentication cannot proceed without specifying a scheme that is supported by both the client and the server.","cwe: cwe-200 | Information leaks in IIS 4 through 5.1 allow remote attackers to obtain potentially sensitive information or more easily conduct brute force attacks via responses from the server in which (2) in certain configurations, the server IP address is provided as the realm for Basic authentication, which could reveal real IP addresses that were obscured by NAT, or (3) when NTLM authentication is used, the NetBIOS name of the server and its Windows NT domain are revealed in response to an Authorization request.  NOTE: this entry originally contained a vector (1) in which the server reveals whether it supports Basic or NTLM authentication through 401 Access Denied error messages.  CVE has REJECTED this vector; it is not a vulnerability because the information is already available through legitimate use, since authentication cannot proceed without specifying a scheme that is supported by both the client and the server.",Média
"vulnerability in puretls before 0.9b2 related to injection attacks, which could possibly allow remote attackers to corrupt or hijack user sessions.","Vulnerability in PureTLS before 0.9b2 related to injection attacks, which could possibly allow remote attackers to corrupt or hijack user sessions.",Alta
"iis 4.0 allows local users to bypass the ""user cannot change password"" policy for windows nt by directly calling .htr password changing programs in the /iisadmpwd directory, including (1) aexp2.htr, (2) aexp2b.htr, (3) aexp3.htr , or (4) aexp4.htr.","IIS 4.0 allows local users to bypass the ""User cannot change password"" policy for Windows NT by directly calling .htr password changing programs in the /iisadmpwd directory, including (1) aexp2.htr, (2) aexp2b.htr, (3) aexp3.htr , or (4) aexp4.htr.",Média
"cwe: cwe-200 | iis 5 and 5.1 supporting webdav methods allows remote attackers to determine the internal ip address of the system (which may be obscured by nat) via (1) a propfind http request with a blank host header, which leaks the address in an href property in a 207 multi-status response, or (2) via the write or mkcol method, which leaks the ip in the location server header.","cwe: cwe-200 | IIS 5 and 5.1 supporting WebDAV methods allows remote attackers to determine the internal IP address of the system (which may be obscured by NAT) via (1) a PROPFIND HTTP request with a blank Host header, which leaks the address in an HREF property in a 207 Multi-Status response, or (2) via the WRITE or MKCOL method, which leaks the IP in the Location server header.",Baixa
"buffer overflow in efingerd 1.5 and earlier, and possibly up to 1.61, allows remote attackers to cause a denial of service and possibly execute arbitrary code via a finger request from an ip address with a long hostname that is obtained via a reverse dns lookup.","Buffer overflow in efingerd 1.5 and earlier, and possibly up to 1.61, allows remote attackers to cause a denial of service and possibly execute arbitrary code via a finger request from an IP address with a long hostname that is obtained via a reverse DNS lookup.",Alta
"efingerd 1.61 and earlier, when configured without the -u option, executes .efingerd files as the efingerd user (typically ""nobody""), which allows local users to gain privileges as the efingerd user by modifying their own .efingerd file and running finger.","efingerd 1.61 and earlier, when configured without the -u option, executes .efingerd files as the efingerd user (typically ""nobody""), which allows local users to gain privileges as the efingerd user by modifying their own .efingerd file and running finger.",Média
"mirc dcc server protocol allows remote attackers to gain sensitive information such as alternate irc nicknames via a ""100 testing"" message in a dcc connection request that cannot be ignored or canceled by the user, which may leak the alternate nickname in a response message.","mIRC DCC server protocol allows remote attackers to gain sensitive information such as alternate IRC nicknames via a ""100 testing"" message in a DCC connection request that cannot be ignored or canceled by the user, which may leak the alternate nickname in a response message.",Média
"vpn server module in linksys etherfast befvp41 cable/dsl vpn router before 1.40.1 reduces the key lengths for keys that are supplied via manual key entry, which makes it easier for attackers to crack the keys.","VPN Server module in Linksys EtherFast BEFVP41 Cable/DSL VPN Router before 1.40.1 reduces the key lengths for keys that are supplied via manual key entry, which makes it easier for attackers to crack the keys.",Alta
buffer overflows in fpexec in mod_frontpage before 1.6.1 may allow attackers to gain root privileges.,Buffer overflows in fpexec in mod_frontpage before 1.6.1 may allow attackers to gain root privileges.,Alta
"check point firewall-1 securemote/secuclient 4.0 and 4.1 allows clients to bypass the ""authentication timeout"" by modifying the to_expire or expire values in the client's users.c configuration file.","Check Point FireWall-1 SecuRemote/SecuClient 4.0 and 4.1 allows clients to bypass the ""authentication timeout"" by modifying the to_expire or expire values in the client's users.C configuration file.",Alta
the ibcs routines in arch/i386/kernel/traps.c for linux kernels 2.4.18 and earlier on x86 systems allow local users to kill arbitrary processes via a a binary compatibility interface (lcall).,The iBCS routines in arch/i386/kernel/traps.c for Linux kernels 2.4.18 and earlier on x86 systems allow local users to kill arbitrary processes via a a binary compatibility interface (lcall).,Baixa
"multifileuploadhandler.php in the sun cobalt raq xtr administration interface allows local users to bypass authentication and overwrite arbitrary files via a symlink attack on a temporary file, followed by a request to multifileupload.php.","MultiFileUploadHandler.php in the Sun Cobalt RaQ XTR administration interface allows local users to bypass authentication and overwrite arbitrary files via a symlink attack on a temporary file, followed by a request to MultiFileUpload.php.",Baixa
filemanager_forms.php in phprojekt 3.1 and 3.1a allows remote attackers to execute arbitrary php code by specifying the url to the code in the lib_path parameter.,filemanager_forms.php in PHProjekt 3.1 and 3.1a allows remote attackers to execute arbitrary PHP code by specifying the URL to the code in the lib_path parameter.,Alta
"foundry networks serveriron switches do not decode uris when applying ""url-map"" rules, which could make it easier for attackers to cause the switch to forward traffic to a different server than intended and exploit vulnerabilities that would otherwise be inaccessible.","Foundry Networks ServerIron switches do not decode URIs when applying ""url-map"" rules, which could make it easier for attackers to cause the switch to forward traffic to a different server than intended and exploit vulnerabilities that would otherwise be inaccessible.",Alta
"the account lockout capability in oblix netpoint 5.2 and earlier only locks out users once for the specified lockout period, which makes it easier for remote attackers to conduct brute force password guessing by waiting until the lockout period ends, then guessing passwords without being locked out again.","The account lockout capability in Oblix NetPoint 5.2 and earlier only locks out users once for the specified lockout period, which makes it easier for remote attackers to conduct brute force password guessing by waiting until the lockout period ends, then guessing passwords without being locked out again.",Alta
"qpopper (aka in.qpopper or popper) 4.0.3 and earlier allows remote attackers to cause a denial of service (cpu consumption) via a very large string, which causes an infinite loop.","Qpopper (aka in.qpopper or popper) 4.0.3 and earlier allows remote attackers to cause a denial of service (CPU consumption) via a very large string, which causes an infinite loop.",Média
"incredimail stores attachments in a directory with a fixed name, which could make it easier for attackers to exploit vulnerabilities in other software that rely on installing and reading files from directories with known pathnames.","IncrediMail stores attachments in a directory with a fixed name, which could make it easier for attackers to exploit vulnerabilities in other software that rely on installing and reading files from directories with known pathnames.",Média
"eudora 5.1 and earlier versions stores attachments in a directory with a fixed name, which could make it easier for attackers to exploit vulnerabilities in other software that rely on installing and reading files from directories with known pathnames.","Eudora 5.1 and earlier versions stores attachments in a directory with a fixed name, which could make it easier for attackers to exploit vulnerabilities in other software that rely on installing and reading files from directories with known pathnames.",Média
"cross-site scripting vulnerability in signgbook.php for bg guestbook 1.0 allows remote attackers to execute arbitrary javascript via encoded tags such as &lt;, &gt;, and &amp; in fields such as (1) name, (2) email, (3) aim screen name, (4) website, (5) location, or (6) message.","Cross-site scripting vulnerability in signgbook.php for BG GuestBook 1.0 allows remote attackers to execute arbitrary Javascript via encoded tags such as &lt;, &gt;, and &amp; in fields such as (1) name, (2) email, (3) AIM screen name, (4) website, (5) location, or (6) message.",Alta
cross-site scripting vulnerability in news-tnk 1.2.1 and earlier allows remote attackers to execute arbitrary javascript via the web parameter.,Cross-site scripting vulnerability in News-TNK 1.2.1 and earlier allows remote attackers to execute arbitrary Javascript via the WEB parameter.,Alta
cross-site scripting vulnerability in board-tnk 1.3.1 and earlier allows remote attackers to execute arbitrary javascript via the web parameter.,Cross-site scripting vulnerability in Board-TNK 1.3.1 and earlier allows remote attackers to execute arbitrary Javascript via the WEB parameter.,Alta
"bitvise winsshd before 2002-03-16 allows remote attackers to cause a denial of service (resource exhaustion) via a large number of incomplete connections that are not properly terminated, which are not properly freed by sshd.","Bitvise WinSSHD before 2002-03-16 allows remote attackers to cause a denial of service (resource exhaustion) via a large number of incomplete connections that are not properly terminated, which are not properly freed by SSHd.",Média
"internet explorer 5.01 through 6 allows remote attackers to cause a denial of service (application crash) via javascript in a web page that calls location.replace on itself, causing a loop.","Internet Explorer 5.01 through 6 allows remote attackers to cause a denial of service (application crash) via Javascript in a web page that calls location.replace on itself, causing a loop.",Média
"bigsam_guestbook.php for big sam (built-in guestbook stand-alone module) 1.1.08 and earlier allows remote attackers to cause a denial of service (cpu consumption) or obtain the absolute path of the web server via a displaybegin parameter with a very large number, which leaks the web path in an error message when php safe_mode is enabled, or consumes resources when safe_mode is not enabled.","bigsam_guestbook.php for Big Sam (Built-In Guestbook Stand-Alone Module) 1.1.08 and earlier allows remote attackers to cause a denial of service (CPU consumption) or obtain the absolute path of the web server via a displayBegin parameter with a very large number, which leaks the web path in an error message when PHP safe_mode is enabled, or consumes resources when safe_mode is not enabled.",Média
"home.php in arsc (really simple chat) 1.0.1 and earlier allows remote attackers to determine the full pathname of the web server via an invalid language in the arsc_language parameter, which leaks the pathname in an error message.","home.php in ARSC (Really Simple Chat) 1.0.1 and earlier allows remote attackers to determine the full pathname of the web server via an invalid language in the arsc_language parameter, which leaks the pathname in an error message.",Média
"directory traversal vulnerability in hosting controller 1.4.1 and earlier allows remote attackers to read and modify arbitrary files and directories via a .. (dot dot) in arguments to (1) file_editor.asp, (2) folderactions.asp, or (3) editoractions.asp.","Directory traversal vulnerability in Hosting Controller 1.4.1 and earlier allows remote attackers to read and modify arbitrary files and directories via a .. (dot dot) in arguments to (1) file_editor.asp, (2) folderactions.asp, or (3) editoractions.asp.",Média
"directory traversal vulnerability in filemanager.asp for hosting controller 1.4.1 and earlier allows remote attackers to read and modify arbitrary files, and execute commands, via a .. (dot dot) in the openpath parameter.","Directory traversal vulnerability in filemanager.asp for Hosting Controller 1.4.1 and earlier allows remote attackers to read and modify arbitrary files, and execute commands, via a .. (dot dot) in the OpenPath parameter.",Alta
"hosting controller 1.4.1 and earlier allows remote attackers to browse arbitrary directories via a full c: style pathname in the filepath arguments to (1) statsbrowse.asp, (2) servubrowse.asp, (3) browsedisk.asp, (4) browsewebalizerexe.asp, or (5) sqlbrowse.asp.","Hosting Controller 1.4.1 and earlier allows remote attackers to browse arbitrary directories via a full C: style pathname in the filepath arguments to (1) Statsbrowse.asp, (2) servubrowse.asp, (3) browsedisk.asp, (4) browsewebalizerexe.asp, or (5) sqlbrowse.asp.",Média
buffer overflows in ecartis (formerly listar) 1.0.0 before snapshot 20020125 allows remote attackers to execute arbitrary code via (1) address_match() of mystring.c or (2) other functions in tolist.c.,Buffer overflows in Ecartis (formerly Listar) 1.0.0 before snapshot 20020125 allows remote attackers to execute arbitrary code via (1) address_match() of mystring.c or (2) other functions in tolist.c.,Alta
"buffer overflows in ecartis (formerly listar) 1.0.0 in snapshot 20020427 and earlier allow local users to gain privileges via (1) a long command line argument, which is not properly handled in core.c, or possibly via bad uses of sprintf() in (2) moderate.c, (3) lcgi.c, (4) fileapi.c, (5) cookie.c, (6) codes.c, or other files.","Buffer overflows in Ecartis (formerly Listar) 1.0.0 in snapshot 20020427 and earlier allow local users to gain privileges via (1) a long command line argument, which is not properly handled in core.c, or possibly via bad uses of sprintf() in (2) moderate.c, (3) lcgi.c, (4) fileapi.c, (5) cookie.c, (6) codes.c, or other files.",Média
"ecartis (formerly listar) 1.0.0 in snapshot 20020125 and earlier does not properly drop privileges when ecartis is installed setuid-root, ""lock-to-user"" is not set, and ecartis is called by certain mta's, which could allow local users to gain privileges.","Ecartis (formerly Listar) 1.0.0 in snapshot 20020125 and earlier does not properly drop privileges when Ecartis is installed setuid-root, ""lock-to-user"" is not set, and ecartis is called by certain MTA's, which could allow local users to gain privileges.",Alta
"phpnettoolpack 0.1 relies on its environment's path to find and execute the traceroute program, which could allow local users to gain privileges by inserting a trojan horse program into the search path.","PHPNetToolpack 0.1 relies on its environment's PATH to find and execute the traceroute program, which could allow local users to gain privileges by inserting a Trojan horse program into the search path.",Alta
phpnettoolpack 0.1 allows remote attackers to execute arbitrary code via shell metacharacters in the a_query variable.,PHPNetToolpack 0.1 allows remote attackers to execute arbitrary code via shell metacharacters in the a_query variable.,Alta
"msn messenger service 3.6, and possibly other versions, uses weak authentication when exchanging messages between clients, which allows remote attackers to spoof messages from other users.","MSN Messenger Service 3.6, and possibly other versions, uses weak authentication when exchanging messages between clients, which allows remote attackers to spoof messages from other users.",Média
db.php in phpbb 2.0 (aka phpbb2) rc-3 and earlier allows remote attackers to execute arbitrary code from remote servers via the phpbb_root_path parameter.,db.php in phpBB 2.0 (aka phpBB2) RC-3 and earlier allows remote attackers to execute arbitrary code from remote servers via the phpbb_root_path parameter.,Alta
cross-site scripting vulnerability in zeroforum allows remote attackers to execute arbitrary javascript on web clients by embedding the script within img image tag.,Cross-site scripting vulnerability in ZeroForum allows remote attackers to execute arbitrary Javascript on web clients by embedding the script within IMG image tag.,Média
cross-site scripting vulnerability in phpbb 1.4.4 and earlier allows remote attackers to execute arbitrary javascript on web clients by embedding the script within an img image tag while editing a message.,Cross-site scripting vulnerability in phpBB 1.4.4 and earlier allows remote attackers to execute arbitrary Javascript on web clients by embedding the script within an IMG image tag while editing a message.,Média
"standalone macromedia flash player 5.0 allows remote attackers to save arbitrary files and programs via a .swf file containing the undocumented ""save"" fscommand.","Standalone Macromedia Flash Player 5.0 allows remote attackers to save arbitrary files and programs via a .SWF file containing the undocumented ""save"" FSCommand.",Média
"standalone macromedia flash player 5.0 before 5,0,30,2 allows remote attackers to execute arbitrary programs via a .swf file containing the ""exec"" fscommand.","Standalone Macromedia Flash Player 5.0 before 5,0,30,2 allows remote attackers to execute arbitrary programs via a .SWF file containing the ""exec"" FSCommand.",Alta
the default configuration of foundry networks edgeiron 4802f allows remote attackers to modify sensitive information via arbitrary snmp community strings.,The default configuration of Foundry Networks EdgeIron 4802F allows remote attackers to modify sensitive information via arbitrary SNMP community strings.,Média
"gravity storm service pack manager 2000 creates a hidden share (spm2000c$) mapped to the c drive, which may allow local users to bypass access restrictions on certain directories in the c drive, such as system32, by accessing them through the hidden share.","Gravity Storm Service Pack Manager 2000 creates a hidden share (SPM2000c$) mapped to the C drive, which may allow local users to bypass access restrictions on certain directories in the C drive, such as system32, by accessing them through the hidden share.",Alta
"iss realsecure for nokia devices before ipso build 6.0.2001.141d is configured to allow a user ""skank"" on a machine ""starscream"" to become a key manager when the ""first time connection"" feature is enabled and before any legitimate administrators have connected, which could allow remote attackers to gain access to the device during installation.","ISS RealSecure for Nokia devices before IPSO build 6.0.2001.141d is configured to allow a user ""skank"" on a machine ""starscream"" to become a key manager when the ""first time connection"" feature is enabled and before any legitimate administrators have connected, which could allow remote attackers to gain access to the device during installation.",Alta
"an interaction between windows media player (wmp) and outlook 2002 allows remote attackers to bypass outlook security settings and execute javascript via an iframe in an html email message that references .wms (windows media skin) or other wmp media files, whose onload handlers execute the player.launchurl() javascript function.","An interaction between Windows Media Player (WMP) and Outlook 2002 allows remote attackers to bypass Outlook security settings and execute Javascript via an IFRAME in an HTML email message that references .WMS (Windows Media Skin) or other WMP media files, whose onload handlers execute the player.LaunchURL() Javascript function.",Média
"directory traversal vulnerability in pci netsupport manager before version 7, when running web extensions, allows remote attackers to read arbitrary files via a .. (dot dot) in the http get request.","Directory traversal vulnerability in PCI Netsupport Manager before version 7, when running web extensions, allows remote attackers to read arbitrary files via a .. (dot dot) in the HTTP GET request.",Média
"index.php for php-nuke 5.4 and earlier allows remote attackers to determine the physical pathname of the web server when the file parameter is set to index.php, which triggers an error message that leaks the pathname.","index.php for PHP-Nuke 5.4 and earlier allows remote attackers to determine the physical pathname of the web server when the file parameter is set to index.php, which triggers an error message that leaks the pathname.",Média
"move_uploaded_file in php does not does not check for the base directory (open_basedir), which could allow remote attackers to upload files to unintended locations on the system.","move_uploaded_file in PHP does not does not check for the base directory (open_basedir), which could allow remote attackers to upload files to unintended locations on the system.",Média
"cwe: cwe-178 cwe-178 | norton anti-virus (nav) allows remote attackers to bypass content filtering via attachments whose content-type and content-disposition headers are mixed upper and lower case, which is ignored by some mail clients.","cwe: cwe-178 cwe-178 | Norton Anti-Virus (NAV) allows remote attackers to bypass content filtering via attachments whose Content-Type and Content-Disposition headers are mixed upper and lower case, which is ignored by some mail clients.",Alta
"intellisol xpede 4.1 uses weak encryption to store authentication information in cookies, which could allow local users with access to the cookies to gain privileges.","Intellisol Xpede 4.1 uses weak encryption to store authentication information in cookies, which could allow local users with access to the cookies to gain privileges.",Alta
"intellisol xpede 4.1 stores passwords in plaintext in a javascript ""session timeout"" re-authentication capability, which could allow local users with access to gain privileges of other xpede users by reading the password from the source file, e.g. from the browser's cache.","Intellisol Xpede 4.1 stores passwords in plaintext in a Javascript ""session timeout"" re-authentication capability, which could allow local users with access to gain privileges of other Xpede users by reading the password from the source file, e.g. from the browser's cache.",Média
linux directory penguin traceroute.pl cgi script 1.0 allows remote attackers to execute arbitrary code via shell metacharacters in the host parameter.,Linux Directory Penguin traceroute.pl CGI script 1.0 allows remote attackers to execute arbitrary code via shell metacharacters in the host parameter.,Alta
linux directory penguin nslookup cgi script (nslookup.pl) 1.0 allows remote attackers to execute arbitrary code via shell metacharacters in the (1) query or (2) type parameters.,Linux Directory Penguin NsLookup CGI script (nslookup.pl) 1.0 allows remote attackers to execute arbitrary code via shell metacharacters in the (1) query or (2) type parameters.,Alta
"instant web mail before 0.60 does not properly filter cr/lf sequences, which allows remote attackers to (1) execute arbitrary pop commands via the id parameter in message.php, or (2) modify certain mail message headers via numerous parameters in write.php.","Instant Web Mail before 0.60 does not properly filter CR/LF sequences, which allows remote attackers to (1) execute arbitrary POP commands via the id parameter in message.php, or (2) modify certain mail message headers via numerous parameters in write.php.",Alta
"admin.php in alguest 1.0 guestbook checks for the existence of the admin cookie to authenticate the alguest administrator, which allows remote attackers to bypass the authentication and gain privileges by setting the admin cookie to an arbitrary value.","admin.php in AlGuest 1.0 guestbook checks for the existence of the admin cookie to authenticate the AlGuest administrator, which allows remote attackers to bypass the authentication and gain privileges by setting the admin cookie to an arbitrary value.",Alta
dcshop.cgi in dcshop 1.002 beta allows remote attackers to delete arbitrary setup files via a null character in the database parameter.,dcshop.cgi in DCShop 1.002 Beta allows remote attackers to delete arbitrary setup files via a null character in the database parameter.,Média
"cwe: cwe-254 | apache tomcat may be started without proper security settings if errors are encountered while reading the web.xml file, which could allow attackers to bypass intended restrictions.","cwe: cwe-254 | Apache Tomcat may be started without proper security settings if errors are encountered while reading the web.xml file, which could allow attackers to bypass intended restrictions.",Alta
cross-site scripting vulnerability in websight directory system 0.1 allows remote attackers to execute arbitrary javascript and gain access to the websight administrator via a new link submission containing the script in a website name.,Cross-site scripting vulnerability in WebSight Directory System 0.1 allows remote attackers to execute arbitrary Javascript and gain access to the WebSight administrator via a new link submission containing the script in a website name.,Alta
"cwe: cwe-94 | cssearch.cgi in cssearch 2.3 and earlier allows remote attackers to execute arbitrary perl code via the savesetup command and the setup parameter, which overwrites the setup.cgi configuration file that is loaded by cssearch.cgi.","cwe: cwe-94 | csSearch.cgi in csSearch 2.3 and earlier allows remote attackers to execute arbitrary Perl code via the savesetup command and the setup parameter, which overwrites the setup.cgi configuration file that is loaded by csSearch.cgi.",Alta
the http server for southwest talker server 1.0.0 allows remote attackers to cause a denial of service (server crash) via a malformed url to port 5002.,The HTTP server for SouthWest Talker server 1.0.0 allows remote attackers to cause a denial of service (server crash) via a malformed URL to port 5002.,Média
"buffer overflow in mtr 0.46 and earlier, when installed setuid root, allows local users to access a raw socket via a long mtr_options environment variable.","Buffer overflow in mtr 0.46 and earlier, when installed setuid root, allows local users to access a raw socket via a long MTR_OPTIONS environment variable.",Baixa
"etnus totalview 5.0.0-4 installs certain files with uid 5039 and gid 59, which could allow local users with that uid or gid to modify the files and gain privileges as other totalview users.","Etnus TotalView 5.0.0-4 installs certain files with UID 5039 and GID 59, which could allow local users with that UID or GID to modify the files and gain privileges as other TotalView users.",Média
"the d_path function in linux kernel 2.2.20 and earlier, and 2.4.18 and earlier, truncates long pathnames without generating an error, which could allow local users to force programs to perform inappropriate operations on the wrong directories.","The d_path function in Linux kernel 2.2.20 and earlier, and 2.4.18 and earlier, truncates long pathnames without generating an error, which could allow local users to force programs to perform inappropriate operations on the wrong directories.",Baixa
"internet explorer 5.0 through 6.0 allows remote attackers to determine the existence of files on the client via an img tag with a dynsrc property that references the target file, which sets certain elements of the image object such as file size.","Internet Explorer 5.0 through 6.0 allows remote attackers to determine the existence of files on the client via an IMG tag with a dynsrc property that references the target file, which sets certain elements of the image object such as file size.",Média
format string vulnerability in log_print() function of posadis dns server before version m5pre2 allows local users and possibly remote attackers to execute arbitrary code via format strings that are inserted into logging messages.,Format string vulnerability in log_print() function of Posadis DNS server before version m5pre2 allows local users and possibly remote attackers to execute arbitrary code via format strings that are inserted into logging messages.,Alta
citrix nfuse 1.6 may allow remote attackers to list applications without authentication by accessing the applist.asp page.,Citrix NFuse 1.6 may allow remote attackers to list applications without authentication by accessing the applist.asp page.,Média
directory traversal vulnerability in boilerplate.asp for citrix nfuse 1.5 allows remote authenticated users to read arbitrary files via a .. (dot dot) in the nfuse_template parameter.,Directory traversal vulnerability in boilerplate.asp for Citrix NFuse 1.5 allows remote authenticated users to read arbitrary files via a .. (dot dot) in the NFuse_Template parameter.,Média
